Page URL,Broken Link URL,HTTP Code,Discovered
https://sweet-home.co.il/properties?country=Cyprus&page=5,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties?country=Cyprus&page=5,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties?page=13,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties?page=13,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/living-and-investing-in-berlin-real-prices-real-costs-real-facts,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/living-and-investing-in-berlin-real-prices-real-costs-real-facts,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/why-so-many-europeans-are-quietly-choosing-cyprus-as-their-second-home,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/why-so-many-europeans-are-quietly-choosing-cyprus-as-their-second-home,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/residency-in-europe-why-real-estate-is-the-simplest-entry-point,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/residency-in-europe-why-real-estate-is-the-simplest-entry-point,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties/3-room-apartment-by-dandh-the-franz,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/services,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/paphos-the-small-city-that-quietly-became-one-of-europes-most-interesting-property-markets,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/paphos-the-small-city-that-quietly-became-one-of-europes-most-interesting-property-markets,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties?country=Germany&city=Berlin,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties?country=Germany&city=Berlin,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/projects?country=Germany,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/projects?country=Germany,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties?page=5,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties?page=5,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/is-berlin-still-affordable-the-real-reason-prices-are-stabilizing,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/is-berlin-still-affordable-the-real-reason-prices-are-stabilizing,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties?country=Germany&city=Berlin&page=2,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/cyprus-is-becoming-a-strategic-investment-hub-for-global-buyers,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/cyprus-is-becoming-a-strategic-investment-hub-for-global-buyers,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/the-market-shift-no-one-predicted-supply-is-up-demand-is-smarter,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/the-market-shift-no-one-predicted-supply-is-up-demand-is-smarter,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/privacy,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/privacy,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/how-berlin-became-europes-test-city-for-the-future-of-housing,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/how-berlin-became-europes-test-city-for-the-future-of-housing,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/berlin-why-the-city-is-shifting-from-renting-culture-to-ownership-culture,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog/berlin-why-the-city-is-shifting-from-renting-culture-to-ownership-culture,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties/2-room-apartment-by-dandh-marshall-one,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties?country=Germany&city=Berlin&page=2,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties/2-room-apartment-eckert-carre-by-dandh,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/properties/2-room-apartment-eckert-carre-by-dandh,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/projects?country=UAE&city=Dubai,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/projects?country=UAE&city=Dubai,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog?page=5,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/blog?page=5,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/owners,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/owners,https://sweet-home.co.il/careers,404,02 Jan 2026 (14:22 UTC)
https://sweet-home.co.il/services,https://sweet-home.co.il/admin/dashboard/team,404,02 Jan 2026 (14:22 UTC)
